"Precursor.Id","Protein.Group","Genes","Precursor.Charge","S01","S02","S03","S04","S05","S06","S07","S08","S09","S10","S11","S12","S13","S14","S15","S16","S17","S18","S19","S20","S21","S22","S23","S24","S25","S26","S27","S28","S29","S30"
"Frac3_PEP0156_2","SYN0097","GENE0097",4,1509162.1,NA,1142233,2086496,1152925,1096637.9,1808841.4,NA,1641069.5,NA,1014728.3,1471792.2,1424463.3,1472720,1558804.3,NA,NA,NA,NA,NA,1484132.9,1199484.4,1135631,1598430.3,1599598.4,1302093.9,977351.6,NA,NA,NA
"Frac3_PEP0157_2","SYN0127","GENE0127",2,961143.9,966510.8,NA,1041659.6,935688.7,988761.8,1098739.8,1189694.5,934520.9,727397.2,1216308.4,1334210.1,NA,1104459.1,709451.8,NA,1174916.4,NA,1193885.2,1147575.9,1297670.9,1009775.6,1120163.3,NA,1664444.4,NA,1367541.6,959384.1,1830369.2,1450006.3
"Frac3_PEP0158_2","SYN0038","GENE0038",3,3653265,2663117.1,3070327.7,2112050.3,2712758.2,3486065.5,3619697.6,2775310.3,2570678.3,3364458.5,4039745.4,3840862.6,2637101.7,1957957.2,3012064.5,878549.8,682450.1,1592434.5,1232687.3,1318290.5,861641.7,NA,1129921.1,823852.2,1094052.8,733841.9,770528.9,1151275.2,1289466.6,1165278.7
"Frac3_PEP0159_2","SYN0059","GENE0059",4,467338.1,307662.2,302690.8,288725.1,NA,284264.5,385988.7,665240.9,NA,347448.5,348451.2,403121.5,215900.4,333504.8,398494.5,274769.6,248673.5,239244.7,192339,378142.9,313277.6,196395.5,276828,NA,205395.1,240993.2,NA,214823.1,190772.6,258461.7
"Frac3_PEP0160_2","SYN0041","GENE0041",3,462710.5,161272.7,260925.1,242105.6,203702.3,259428.5,276198.5,231532.6,122778.1,206446.3,268523.7,153312,253389.7,264318.4,178884.9,259467.1,345024,403036.6,358234.5,304888.7,360739.3,270592.4,319040.5,380062.6,NA,248075,212465.6,478826.7,226575.7,372199.3
"Frac3_PEP0161_2","SYN0128","GENE0128",4,4833777.4,3112826.3,3965442.7,4716366.6,2648121.7,NA,3554977,4063947.8,3442965.7,NA,4067125.3,2452206,3587488.8,3826885.6,2171253.4,NA,NA,NA,NA,NA,5730617.3,8736253.5,5986590.4,8145940.4,11288086.6,NA,NA,NA,NA,6890775.4
"Frac3_PEP0162_2","SYN0036","GENE0036",4,1308000.7,NA,1438521.2,1433188.5,1090747.3,2637456.4,NA,1742020,2683335.3,NA,1464991.8,1096039.6,804955.5,1384505.6,1035845.1,NA,2171486.1,NA,NA,NA,2036354.9,1466088.2,1119782.9,1607913.6,2073676.6,NA,3468332.4,NA,3359155.6,2897020.8
"Frac3_PEP0163_2","SYN0125","GENE0125",3,527816.1,377349.3,493363,355463,356256.3,397411,933080.3,663793.9,NA,421531.6,484150.5,277256.4,388312.6,273512,321483.2,53125.7,70806.3,64500,41285.5,72370.6,28190.5,49136.9,32778.4,24838.3,32998.5,68406.2,55972.6,51146.7,61239.2,61002.4
"Frac3_PEP0164_2","SYN0078","GENE0078",4,91005.4,115240.6,156010,118152.5,172152.1,NA,NA,207973.3,NA,135566.6,114604.4,100887.5,128505.2,133421.4,147851.3,NA,NA,NA,NA,NA,223499,303475.8,210703.6,181781.6,243793.2,NA,254961.2,NA,NA,393067.4
"Frac3_PEP0165_2","SYN0087","GENE0087",4,1901224.7,1889727.4,1804069.5,2338557.1,1722319.1,2299764.8,4247709.9,2592604.6,1196679.7,1644103.1,2798307.3,NA,1456970.8,1839716.1,3179979,1876712.9,1355651.2,1171767.2,825528.9,1375732.9,1310486.4,1261256.3,1372408.2,1469512,1206492.6,1051929.1,1325636.2,1286831.7,1369661,997947.3
"Frac3_PEP0166_2","SYN0012","GENE0012",2,309367.6,533592.4,461224.9,520871.7,496001.5,NA,NA,419645.4,331121,NA,354993.5,421437.8,531740.4,350843.3,752553.7,NA,NA,NA,NA,871382.2,350113.1,629499.8,449511.5,565160.4,747583,378974.8,NA,NA,NA,NA
"Frac3_PEP0167_2","SYN0074","GENE0074",2,435272.3,353225.4,270812.1,277889.1,360649,1608464.3,1159798.9,1846119.6,953643.7,1252128.1,369396.9,422005.9,338401.4,403382.4,378767.1,275555.2,398975,348359.3,402279.7,478713,79061.3,114469.2,86664.9,65260.5,152483.7,404021.9,255448.9,232471.9,250953.6,397897.7
"Frac3_PEP0168_2","SYN0105","GENE0105",3,14172223.2,9347752.6,9768295.1,14157344.3,12128664.2,NA,NA,NA,11606015.5,13436166,11549006.6,10824119,9491887.1,8147463.4,11673502.1,NA,NA,NA,NA,11020308,6400424.8,6629321.2,9288635.3,11375665.6,9105547,NA,NA,10795919.9,NA,NA
"Frac3_PEP0169_2","SYN0026","GENE0026",3,6308938.9,2996137.7,2716535.1,4669128.7,4690205.3,4608208.1,3701405.5,4954332.8,2863260.7,4017218.2,3221862.5,NA,4732989.6,4130750.8,3079825.5,2505753.1,3099608.2,3556771.4,4575696.5,3358212.2,3634193.9,3187214.4,4414182.4,2295936.2,3026879.7,2118751.6,3128338.5,3323608.6,3412790,2718264.4
"Frac3_PEP0170_2","SYN0051","GENE0051",3,673219.8,278732.2,271298.8,NA,355098.9,179293.1,136155.3,227773.3,365334.9,272581.6,259854.1,NA,400912.3,424349.1,471032.8,NA,258247.2,156017.5,256526.7,230685.6,372834.9,265605.7,NA,335584.2,379517.2,NA,240044.9,NA,168436.1,260326.4
"Frac3_PEP0171_2","SYN0113","GENE0113",3,82899,76875.2,75755.1,57542,98630.8,530067.3,518321.8,659629.2,545212.1,625703.2,99979.7,63064.6,88560,99185.2,62591.8,225351.3,324998.7,296369.7,222090.9,176313.9,32598.8,48901.8,33680.1,26935.6,37121.1,277905.3,237569.7,330701.7,268633.6,379237.2
"Frac3_PEP0172_2","SYN0014","GENE0014",3,1554285.4,1644184.1,1504002.3,1493505,992134.8,977788,938901.6,1224244.2,1155721.2,1425335.6,929246.2,1070733.7,1255301.2,887097.8,1212796.5,2615369.2,2442541,NA,3180770.1,2003680.9,2528956.3,2813343.3,1674270.2,2799501.5,2750211.3,2178739.3,1710508.7,1424628.3,2821820.9,1457355.2
"Frac3_PEP0173_2","SYN0132","GENE0132",4,3417690.2,2482799,2723779.1,5740181.9,2469880.8,352078.3,431173.3,258832.1,331857.8,425394.1,3977600.4,2217576.6,4929192,4300442,5782930,967847.5,443510,504455.8,680317.2,775844.8,5464252.1,6276815.9,6886333.7,6867936,6018935.6,919802,501143.9,640437.6,608469.3,625924.1
"Frac3_PEP0174_2","SYN0076","GENE0076",3,NA,3077001.7,1971822.6,2524876.8,2118559.8,NA,3652656.2,NA,2441344.1,3141452.9,NA,2542946,2493120.3,2836338.3,1748979.2,NA,8616719.8,11445560.6,6530531.1,NA,NA,10500734.9,NA,5099949,NA,11388801.4,9547198.7,6295055.8,9370631,NA
"Frac3_PEP0175_2","SYN0091","GENE0091",2,9388383.1,12184390.1,11645529.5,11678488.8,7395330,NA,NA,19975017.8,NA,10971127.1,13506967.6,8015169.3,14308053.4,7529191.2,7842952.9,NA,38412706.4,32712518.3,NA,52542936.3,25209047.6,46617168.3,36583149.6,23449332.9,18189754.8,50911956.2,30867092.1,NA,NA,60791489.7
"Frac3_PEP0176_2","SYN0052","GENE0052",4,3734976,2344697.3,3385088,2743805.1,3188877,3185645.9,NA,2880044.4,2990291.2,2326707.1,NA,NA,2771590.4,2355126.4,2879632.6,3327725,NA,3377530.4,2350696.7,2761809.3,3608337.4,NA,NA,4196011.2,3427995.3,2483334.5,4492688.8,NA,3578766.3,2078376.3
"Frac3_PEP0177_2","SYN0035","GENE0035",2,53707.8,66386.1,NA,NA,59955.1,53328.4,56016.9,77943.4,54027.6,77557.1,61694.8,NA,61178.9,90054.9,75205.9,NA,NA,44576.6,43502.1,67155.1,62076.1,NA,67774,57703.5,56927.5,65551.6,NA,NA,77663.9,NA
"Frac3_PEP0178_2","SYN0069","GENE0069",4,805115.3,636197.3,768764.3,NA,603766.2,444656.7,813419.4,1006443.8,672472.6,813109.1,731640,558211.9,348260.7,NA,962932.6,2144055,1636801.5,2171100.5,1546043.2,1593895.7,2009217.1,922432.7,1998535.7,1369629.4,1899376.6,2143425.1,1863008.1,1331591.6,1198269.5,1716355
"Frac3_PEP0179_2","SYN0013","GENE0013",3,496964,864949.4,1059047.4,1007301.5,853881.8,830949.6,717733.8,775737.2,744252.2,579390.9,902738.6,605185,589238.2,558145.1,854730.7,331916.7,325569.9,827754.1,402788.8,405401,740787,632271,738164.1,394906.8,391816.1,569127.2,491847.4,465671.6,692611.8,587853.4
"Frac3_PEP0180_2","SYN0048","GENE0048",2,244835.3,NA,223638.8,252799.9,394980.5,363339.2,576247.5,567757.2,386988,335377.7,183647.6,377185.5,345334.6,242453.6,350733.9,653647.7,561942.5,590757,562642.4,327062.3,487099.2,308820.8,514681.6,197881.9,329030.3,472447.4,511315.7,592677.8,803861.4,759175.8
"Frac3_PEP0181_2","SYN0130","GENE0130",4,336410.9,253177.5,265982.5,243635.5,203264.5,NA,388611.5,NA,NA,456362.3,320294.1,300002.2,327716.7,239966.7,NA,526591,563259.9,589329.9,682122.3,520848.5,602104.4,235237.7,521181.8,314120.2,434875.1,595930.4,873479.6,474158,404055.1,288321.3
"Frac3_PEP0182_2","SYN0091","GENE0091",3,1733740.8,1516946.3,1558843.3,1907173.4,1114835.9,1550119.3,1516664.4,1616735.5,1821762.9,1311315.6,1437105,1487071.4,1559151,2354456.8,2627719.8,1641922.8,2519655.2,3096567.9,1659658,1566842.2,1355868.7,2570646.9,1895771.5,2178083.7,2610756.9,2919783.4,3454428,2172655,3386021.8,1971821.7
"Frac3_PEP0183_2","SYN0081","GENE0081",4,1167120.5,1443283.8,1393902.6,1733313.8,1554224.2,NA,399987.9,NA,NA,NA,1398603,1634125.7,1591309.6,2208407.2,1368058.8,NA,463654.2,NA,542163.3,416068.3,1881237.9,1539165.8,1994592,1403126.8,NA,634339,518039.8,NA,NA,NA
"Frac3_PEP0184_2","SYN0016","GENE0016",4,1027531.9,632509.7,685444.1,739536.5,1168340.6,NA,1207680,NA,NA,NA,974954.8,997647.7,937286.8,994108.2,740278.7,1230142.4,NA,1072822.5,NA,NA,1478886.9,1406542.9,737138,855430.2,1524047.1,NA,NA,1578912.1,NA,NA
"Frac3_PEP0185_2","SYN0082","GENE0082",2,328058.6,615351.7,374162.7,538887,478754.3,728753.5,514049.4,302699.7,368071.5,402862.9,427800,332555.8,425882.2,490931.4,336137.7,367659.2,331104.9,430351.3,223985.8,280732.2,303537.1,258727.7,311891.7,176954.5,272963.9,286504.2,238944.2,284139,413875.4,334146
"Frac3_PEP0186_2","SYN0054","GENE0054",4,62567.9,42798.6,41763.7,47459.1,51185.5,NA,NA,NA,NA,NA,28510.9,27951.1,29456.6,44331.4,39626.4,23766.3,NA,NA,NA,NA,57786.9,48315.2,35906.9,49794.4,28500.8,NA,NA,NA,34716.1,55539
"Frac3_PEP0187_2","SYN0125","GENE0125",4,153796.2,209529.1,147009.1,198801.2,166994.4,483467.6,299623.7,NA,NA,NA,283294.6,249320.6,176759.8,300048.5,202312.9,NA,NA,120781.8,163726.6,NA,104594.8,119896,84035.2,126879,81910.9,NA,NA,NA,NA,191370.4
"Frac3_PEP0188_2","SYN0030","GENE0030",4,1068792.8,1329504.4,868770.8,866599.8,1974556.6,1050419,1169887.1,1477217.3,1011484.1,1380270.2,1234470.6,790539.4,910329.4,1218585.8,1274735.6,2239684.1,NA,3650582.1,1917600.6,1945633.7,2407340.9,2270431.9,2377304.9,3253146.3,3112470.9,1596871.1,2793394.1,2814480.3,3753258.3,4070011.4
"Frac3_PEP0189_2","SYN0072","GENE0072",3,126540.9,219802.5,214268.1,227314.8,177874.2,458922.7,503530.9,NA,514417.4,517813.5,170916.7,169753.5,347836.4,197359.1,167018.5,448332.7,276200.5,432473.2,383042.3,269139.1,98132,157288.1,88733.3,157177.1,117444.5,296382.9,NA,342340.7,313283.4,493007.5
"Frac3_PEP0190_2","SYN0078","GENE0078",2,1434384.4,917698.5,1249513.5,1776095.4,1769548.2,NA,1363416.7,NA,1388134.7,1583351.9,2025272.6,1799194.7,1480404.3,1897828,1760458.3,NA,NA,NA,NA,NA,2713719.9,1568382,2175705.9,1974180.9,1738683.4,NA,NA,2484222.9,NA,1813076.9
"Frac3_PEP0191_2","SYN0045","GENE0045",3,2769923.9,NA,1936547.4,3136304.1,2802662,NA,2928393.2,NA,NA,1546116.6,2901666.5,2353036.9,2354567.2,2058399.9,2083335.7,NA,4037793.6,NA,3484498.3,4285808.2,3892975.3,2452068.7,5629418.3,2775982,NA,2821207.9,NA,3047773.1,NA,NA
"Frac3_PEP0192_2","SYN0081","GENE0081",4,NA,NA,549119.4,NA,398482.3,NA,386639.6,523548.3,NA,610222.5,751016.8,524950.3,436291.5,NA,625428.5,NA,1211271,453958.5,762347.8,788273.7,NA,941330.8,NA,NA,1315647.9,1431799.8,747307,587040.5,851348.9,1610746.5
"Frac3_PEP0193_2","SYN0113","GENE0113",3,5901803.6,3724969.5,4711443.4,6313514.5,3773900.6,4257069.6,NA,NA,NA,5285029.8,4221946.1,4531015.1,5301296.3,6242163,2599509.7,7804038,14949964.3,NA,13467094.8,NA,10280604.6,14669743.9,11321518.5,15883009.7,7514949.8,12776095.7,NA,8369519.6,13966970.7,14359848.6
"Frac3_PEP0194_2","SYN0076","GENE0076",2,9126384.9,10479187.1,7620929.5,9719377.4,16179086.5,9766143.9,13637122.3,13820035.8,14179474.8,12209776.4,9357555.2,8884982.3,12522101,15164924.4,11640193.2,15358066.2,12072805.7,9799630,13539090.5,11981473.9,10166368.2,10564880.9,6114500.1,12141028.5,10411442.6,10436051.1,9561924.9,12499653.2,10711353.5,12206879.4
"Frac3_PEP0195_2","SYN0133","GENE0133",4,490016,533639.5,733194.3,566304.5,543201.7,NA,NA,NA,824688.6,NA,684218.5,NA,633130.2,744500.3,656242.5,913209.3,NA,845790.4,NA,NA,415189.8,505823.6,468684.5,536640.6,622691.1,671587.1,1271108.5,NA,981104.9,NA
"Frac3_PEP0196_2","SYN0093","GENE0093",2,1808230.2,2525794,1276729.7,NA,1343525,4003749.4,2724171.3,2468203,2521322.5,2435436.2,NA,1855653.5,2182275.6,NA,1663469.3,1345166.3,2039320.6,1554705.7,969569.6,NA,1129061,820748.1,1192699.6,921969.3,888380.9,1277211.6,2149585.1,1222604.6,1581230.3,NA
"Frac3_PEP0197_2","SYN0032","GENE0032",4,NA,NA,6949773.9,5379034.3,5678062.8,6757648.3,4888904.2,8397253.7,9534591.5,NA,5849010.2,NA,9383369.6,NA,6843880.1,8928288.5,8442056,7711418,6300462.2,8309042.1,NA,10243636.4,6316039.6,6557179.9,NA,NA,7957665.1,7324757.7,7803644.6,NA
"Frac3_PEP0198_2","SYN0045","GENE0045",4,6171494.2,7769819.5,9526815.1,6569880.7,5408989.4,7724713.5,8049045.7,13617117.8,9193327.6,7060773.9,5591943.4,6774352.4,6193293.9,5759482.5,9271411,13816178.5,36600442.2,19864846.9,15054091,12385316.8,18537164.1,15088840,22053829.4,17459548.7,15532880,24097228.5,17895527.1,21626815.1,12195563.5,15208931.3
"Frac3_PEP0199_2","SYN0042","GENE0042",3,909043.6,823498.8,596234.6,469511.6,706582.7,NA,NA,674615.9,NA,NA,NA,666429.7,1067872.9,644936.7,596871.9,NA,719574.3,NA,NA,752662.4,472069.8,701223.5,434611.9,632447.5,477217.3,NA,NA,NA,NA,NA
"Frac3_PEP0200_2","SYN0059","GENE0059",4,271830.2,210564.9,411928.9,890499.8,711092.2,554592.1,547996.6,419540.5,NA,NA,555108.7,619320.1,542585,NA,NA,89156,148174.5,125716.8,NA,214726,111606.9,134577.4,162392.4,233454.8,209478.4,NA,150266.8,NA,118332.5,122018.7
"Frac3_PEP0201_2","SYN0032","GENE0032",4,261603.2,334325.3,254728.5,175199.2,186981.4,218291,271821.8,NA,NA,415885.6,285645.5,210739.4,422827.6,208997.8,269458.7,NA,NA,NA,NA,NA,75276,81434,99689.4,96204.3,124310.8,NA,NA,117325.2,82679.6,NA
"Frac3_PEP0202_2","SYN0100","GENE0100",4,1550538.4,1047982,1014499.9,1800859.7,NA,NA,NA,NA,NA,NA,873703.4,1245187.9,1443221.5,1314912.3,1082146,4971991.5,NA,NA,NA,3745925.3,3213393.7,2532478.7,3070739.3,3213654.6,3726612.9,3779310.9,NA,NA,3145438.2,NA
"Frac3_PEP0203_2","SYN0086","GENE0086",2,412929.7,343130,459763.3,NA,198628.2,4378574.6,4075694,1585197.8,1627110.6,1864049.2,343993.3,NA,323167.9,268391.9,290006.2,754025.7,1023108.3,662117.7,786270.5,1916691.8,103394.1,110495.3,95132.2,269316.5,142116.9,945733.9,730768,984560.7,1034129.5,960552.1
"Frac3_PEP0204_2","SYN0076","GENE0076",3,853838.7,1194065.5,750053.5,518219.4,807300.8,1206524.5,1698966.2,1567948.2,1459830.1,1317770.2,706505.1,865560.4,852528.6,1006414.3,1014251.2,1533808.4,2652576.9,2194924.9,1627516.2,1522919.3,1236615.1,934793.8,1146038.1,927957.4,1610210.5,2471621.2,1510167.4,2559108.6,1702752,2248521.4
"Frac3_PEP0205_2","SYN0109","GENE0109",3,1380192.9,1701259.8,1480636.9,1575852.5,1935571.7,1939570,1269796.3,1237313,773661.2,1310239.7,1994559.7,1148954,NA,NA,1076378.3,1378179,1061568,1135594.9,2025099.6,1183531.5,987406.2,979568.4,1038051.7,1276300.2,972829.2,585803.2,1148202.5,1496529.1,1224802,750458.1
"Frac3_PEP0206_2","SYN0065","GENE0065",4,807862.3,891235,904243.4,NA,863229.1,617854.7,799547,1172085.7,603694.1,1118073.2,495422,NA,882993.5,715210.4,963886.5,925021.7,922533.6,754983.3,910203.7,696154.6,780245.6,471973.1,845096,604288.3,848607.1,559618.5,947531.6,1005896.1,569694.5,826099.4
"Frac3_PEP0207_2","SYN0078","GENE0078",3,1265918.5,1696353.7,NA,1909966.7,1408863,1308159.8,1905024.6,1601896,1469287.3,1357368.8,1445354.9,1470763.2,1351916.4,1205955.9,1642054.1,3264122,3780148.5,3471191.1,1832935.7,2535614.3,4195699.6,3720430.7,4575908.5,3145015.6,2589451.5,3078448.2,4230625.9,4253177,2586568.6,3175591.1
"Frac3_PEP0208_2","SYN0083","GENE0083",3,722011.2,1074517.5,1255287.3,1590246.3,1158959.3,612510,1268171.4,631109.4,1267366.8,1210556.1,872318.8,1111621.4,848783.3,927959.2,1247036.7,996138.6,1312950.9,1292400.8,1243874.9,1260182.2,1204047.4,990814.1,1036281,934835.2,946071.5,714020.3,930495.7,1549497.6,764239.4,849424.3
"Frac3_PEP0209_2","SYN0015","GENE0015",3,857300,684743.2,666314.1,739767.9,645745.2,349928.3,312382.8,367487.2,NA,332516.1,875738.4,926641.3,658488,809066.1,1269451.8,421332.6,500020.8,446585.2,474944.2,442695.6,1150311.3,1217171.2,679726.1,1373764,726566.2,605980.3,517980.2,438812.4,586481,700797.3
"Frac3_PEP0210_2","SYN0059","GENE0059",4,NA,977472.1,625421.6,567123.1,785859.6,NA,NA,NA,NA,NA,NA,998786,694146.9,1035525.7,911179.4,NA,NA,NA,1624522.4,NA,388434,NA,474247.9,561041.9,884839.6,1967513,1137192.8,NA,1417298.4,NA
"Frac3_PEP0211_2","SYN0095","GENE0095",3,95363.5,91320.3,78024.2,121542,73647.9,109160.3,108950.1,195820.1,147523.4,134957,86170,105782.8,81086,82206.1,94444.2,261527.4,238135,153801.8,242594,361584,163043.3,225821,205131.3,226028.8,NA,303268.4,255604.4,274979.9,249264.3,343642.2
"Frac3_PEP0212_2","SYN0033","GENE0033",2,471276.8,716066.4,431173.8,629234.5,854401.9,676363.7,490865.7,640779.5,395836.9,NA,736656.6,428069.9,510497.4,615527.3,506734.1,1500349.8,2805232.9,2092966.2,3469552,3850207.8,3449340.7,2879527.1,1812569.7,2617735.5,3702604.2,2344543.7,2137973.2,2392580.3,2209326.3,2700128
"Frac3_PEP0213_2","SYN0011","GENE0011",4,NA,1040840.8,953628,2479942.8,NA,744841.6,1191772.1,NA,NA,785340.3,1304794.2,1050839.5,NA,939873.8,1083227.1,561785.1,666406.6,525055.3,916352.9,1242690.2,669774.2,550657,572138.6,465927.4,NA,710115.1,507382,879297.5,724634,505774.1
"Frac3_PEP0214_2","SYN0079","GENE0079",2,3789789.5,2298218.2,1577745.7,2486036.7,2155990,4609833.5,3668746.6,2803927.4,1889580,2370936.4,2270342.9,1576637.5,1769815.3,2150415.6,2988784.4,3825904.2,3949057.9,4046639.4,4786058,5646443.2,4244799.3,4391510.4,5807898.7,4547686.7,6710213.6,6017342,3245245.8,4250186.6,3527060,5122610.9
"Frac3_PEP0215_2","SYN0128","GENE0128",3,668575.8,913915.6,869763.9,918583.1,853792.3,946845,674100.9,730518.2,797225.6,747600.8,624976.3,965243.8,1029579.1,750738.6,912680.2,1331517.6,NA,1000527.7,575230.3,904885.9,905779.7,944931.3,958633.8,1000153.3,785836.4,964073.7,1147984.8,1103879.1,997502.1,774762.8
"Frac3_PEP0216_2","SYN0108","GENE0108",2,11639224,6388681.5,10418244.4,NA,10907538.1,8461460.7,7515475.4,17450549.1,12041474.9,10064971.2,16707669.6,NA,15932227,8125007.4,NA,30407859.2,17643899.3,32881198.7,30420967.2,21229599.8,21711221.5,16380222.6,34338887.1,22385150.6,30431472.7,23625257.6,26585233.2,16286060.2,30133636.1,33906849.1
"Frac3_PEP0217_2","SYN0034","GENE0034",2,7175778.6,7920989.7,7685954.8,8837524.8,9770919.7,7083661.7,5966025.7,6051195.9,6477641.4,5604570,14387944.1,10534294.6,NA,9832374.4,9132710.8,6552727.1,NA,7780993.3,6789052.4,6818057.2,8724735.9,19083330.3,13287061.5,12792473.7,17745511.1,6401763.5,7638819,11340267.3,7052054.9,8369346.4
"Frac3_PEP0218_2","SYN0127","GENE0127",2,173588.6,114486.7,NA,91739.4,81257.7,NA,91268.2,99073.8,126621.3,157227,121169.6,108545.5,106400.5,128934,137155.8,73537.3,101853.4,84847.7,70711.6,82410.6,93450.8,114593.2,87955.6,72470.2,116474.6,44598.4,77109.2,69901.3,81879,90754.8
"Frac3_PEP0219_2","SYN0046","GENE0046",2,1989668.6,4209778.6,3932637.3,3319539.9,3232909.3,2913731.4,3177402.2,4091643.7,2999339.1,NA,3694358.7,3326461.8,2508011,4022229.8,3024107.9,2216886.6,2958628.4,NA,2980877.1,3023144,2789419.8,2340637.1,3835356.9,3249102.9,2530783.9,2748045.2,3518387.8,NA,2864180.6,NA
"Frac3_PEP0220_2","SYN0094","GENE0094",2,122331.8,114435.6,73710.2,126407.4,124684.5,NA,140932.2,NA,NA,146512.1,139857.6,102998.2,120646.7,135384.9,110755.1,466472.8,NA,NA,637007.5,NA,416033.2,314752,207598.6,422604.7,284951.6,NA,588242.9,NA,NA,NA
"Frac3_PEP0221_2","SYN0009","GENE0009",2,NA,2150288.8,3170106.6,NA,2204805.4,1994434,2492464.6,3006706.1,NA,1515370.9,2429026.8,2351760.8,2639521.8,2737124.9,NA,3828767.8,4988827.2,3244830.9,NA,NA,4298693.6,4081088.6,2305107,4248286.8,3437659.3,3482381.7,3031600.1,2233078.1,2692701,2747280.4
"Frac3_PEP0222_2","SYN0090","GENE0090",3,3476296.7,3233924,1492754.1,2724884,2963806,2285407.5,2336968.8,2618526.8,1435553,1685068.9,2134886.3,2218966.9,2282570.9,2329809.4,2245003.2,2729950.1,2662079.2,4418253.4,4489157.5,2379749.5,3489575.1,2646783.6,4283324.9,3127833.1,2262021.4,1869865.9,2487600.6,3211171,4295908.8,4482972.3
"Frac3_PEP0223_2","SYN0105","GENE0105",2,104055.9,106776.6,NA,137513.6,120707.9,19853,35413.1,24308.9,35114.7,34366.3,92555,93805.9,86573.5,134689.1,164560.3,20374.4,21906.1,15513.6,17372.4,21546.6,82383.3,59701.8,48953.5,54608.3,41596.7,13764.1,19709.5,17930,13775.3,21694.1
"Frac3_PEP0224_2","SYN0041","GENE0041",2,6701188.5,5307960.8,6095959.7,10327772.1,5630984.2,NA,NA,6349501.2,NA,6407056.8,5668059.1,6506285.2,NA,NA,NA,NA,NA,3751432.6,NA,NA,8417435.1,4315335.7,4867223.7,7722479.5,6200441.1,NA,NA,NA,NA,NA
"Frac3_PEP0225_2","SYN0046","GENE0046",3,140818.7,58462.6,77642,101114.9,44667.3,98455.2,54593.9,116626.9,85258.4,93008.7,105767.7,99586.7,43829.1,82471.8,47522.4,139013,173465.4,111261.5,122089.3,106167.8,167116,111015.4,NA,224094.7,136821.1,208348.1,146118.7,169487.3,98481.2,117904.5
"Frac3_PEP0226_2","SYN0001","GENE0001",4,10764523.4,7860429.6,9321316.1,9113828.7,6682902.8,NA,8447882.1,17450107.3,NA,9472525.2,9100572.5,9938548.8,8439309.2,8497195,5434876.2,6549735.8,7504532.3,5041765.5,7948492.4,4632116.1,4575293.9,4925018.9,8128054.6,4078976.6,4722681.9,3902813.5,4644104,3822146.6,4068578.8,4464985.9
"Frac3_PEP0227_2","SYN0078","GENE0078",3,1384608.6,NA,1362347.8,1887115,NA,905046.7,NA,NA,NA,NA,1240147.6,1612910,1287315.4,1115105.1,1013907.9,574731.9,NA,1013897.8,NA,481147.5,697541.2,1168939.8,649880.3,550778.3,669611.3,NA,672535,NA,1217217.9,703719.4
"Frac3_PEP0228_2","SYN0114","GENE0114",4,459398.4,431082.2,655590.4,652404.5,641356.7,NA,833362.3,NA,2127721.3,NA,509142.4,730399.9,446585.5,497672.9,479913.2,823485.4,809126.2,NA,NA,1044092.8,510661.2,294528.7,322682.9,393004,374692.7,NA,NA,NA,NA,NA
"Frac3_PEP0229_2","SYN0089","GENE0089",2,55840.5,58996.6,42909.4,63254.5,NA,90452,95130.7,NA,90076.3,NA,85130.2,105101.2,85827.2,66538.7,101241,NA,115413.9,NA,155047.7,NA,121808.6,194565.6,152959.6,141083.8,169381.7,NA,108231.5,NA,NA,NA
"Frac3_PEP0230_2","SYN0040","GENE0040",3,7559725.4,8358321.3,12300908.7,10852931,6736180.5,8395905.1,6017824.2,6609943.4,13458527.4,7975734.1,6542939.6,10288048.3,8634506.2,9495438.7,9536544.8,11126916.8,8171926.2,9009342.8,15373344.4,8334177,14370222.2,17147035.2,NA,13329054.2,14626865.8,6891361,8730848.6,7606090.8,NA,11056961.4
"Frac3_PEP0231_2","SYN0005","GENE0005",4,104793.7,118635.7,151728.4,105699.5,101881.5,103270,147062.6,77892.3,87664.6,114343.6,101107.5,99641,155096.5,107811.6,91808.6,50811.6,78889,92637.7,81204.9,109369.6,73607.2,148056.7,57540.1,83768.8,45318.2,75631.2,73923.2,39649.8,68347,83255.8
"Frac3_PEP0232_2","SYN0036","GENE0036",3,370671.1,232099.7,295674.2,349941,329454.7,NA,NA,NA,NA,NA,346570.7,297766.6,353857.3,288896.5,359365.2,NA,NA,NA,NA,271245.5,238495.8,314734.9,420304.5,NA,202971.9,257647,311080.1,NA,330359.3,430873.9
"Frac3_PEP0233_2","SYN0094","GENE0094",2,917233.3,NA,754190.5,999230,NA,NA,NA,786337.4,1106718.2,900539.1,842001.2,825424.8,NA,961364.8,888086.4,365774.5,416333.5,419265.9,243985.1,462009.9,475397.9,588798.3,256045.5,351881.9,350224.1,420151.4,342439.7,428659.2,NA,367555.5
"Frac3_PEP0234_2","SYN0026","GENE0026",4,2417812.2,2810599.4,2889040.1,3375178.4,3213449.8,3569340,2655348.9,3340094.9,2654820.9,3881409.8,1998075.8,3374336.7,4034557.5,3583865.3,2438387.8,NA,1124585.2,1767740.9,1253723.4,1938533.7,1622712.4,1955602.9,1403724.4,1868299.4,1482869.2,1277277,1724446,1668341.7,1491073.8,1625405.1
