"Compound","Compound_ID","Formula","Description","Retention_time_min","mz","S01","S02","S03","S04","S05","S06","S07","S08","S09","S10","S11","S12","S13","S14","S15","S16","S17","S18","S19","S20","S21","S22","S23","S24","S25","S26","S27","S28","S29","S30"
"PosM1_0143","PosM1_CMP_010","C26H8N4O3","Synthetic feature 143",15.038,782.9381,509275.4,515958.5,389966.8,628563,346592.6,440646.5,526117,479903.8,534773.6,657795.4,462112.9,510662.5,387842.6,591155.4,517595.4,1013182.7,1451981.7,1240511.6,976892.7,1911294.5,1495108.7,996680.4,1019017.4,1349967.2,1312306.1,0,1434909.7,1186440.9,1041522.4,1694123.5
"PosM1_0144","PosM1_CMP_014","C14H47N5O1","Synthetic feature 144",0.768,710.6966,2659654.9,2682283.2,3032223.7,3764863.9,2697004.8,0,0,0,2828432.8,0,2655128.7,3884258.7,3129378.3,0,2389152.3,0,0,0,2799785.2,0,4564877.9,3692548.3,3871528.9,3576498.8,4371724.5,0,0,0,0,0
"PosM1_0145","PosM1_CMP_025","C18H39N1O7","Synthetic feature 145",2.417,718.5081,2254606.1,0,0,2137801.9,1411449,3240458.7,2626137.1,2881868.4,4222393.1,3868433.3,0,2695385.6,2393752.2,2747012.6,3932465.2,3264291.8,2296835.9,1334188.9,1919259.4,1436640,1409198.7,959445.5,1261613.9,1351058.7,1280257.1,1945711.6,1700590.8,1754842.6,1790012.1,1353898.8
"PosM1_0146","PosM1_CMP_044","C26H30N4O5","Synthetic feature 146",10.576,470.0188,0,2148653.1,2185724,2155807.7,2539733.2,0,0,0,0,0,1739058.9,3274755.4,1565203.3,1169113.9,1469641,0,0,0,0,3232614.5,3711295.2,0,5404157.2,4134707.6,5343749.8,0,0,0,2779680.7,0
"PosM1_0147","PosM1_CMP_070","C14H19N0O7","Synthetic feature 147",15.078,451.0377,247403.3,279943.6,197894.5,157356.1,200567.1,66555.3,83520.1,141119.6,99976.4,77153.9,266902,198065.9,145483.5,183581.2,275007.7,69025.7,68396.3,49374.3,53834.1,43742.1,174310.8,90835.6,75284.5,74008.9,111892,36073.8,61868.8,47845.2,32976.4,40583.2
"PosM1_0148","PosM1_CMP_066","C30H8N2O7","Synthetic feature 148",14.916,454.0925,126833.5,138305.8,119941.8,130643,78253,20995.9,21855.4,20506.7,18060.8,23908.9,101872.3,124793,99546.1,104159.1,99926,26601.6,27791.2,32210.8,27418,28129.2,186892.8,140352.4,183975.4,203498.3,202421.8,29229.3,23795.8,25640.4,37528,35050.7
"PosM1_0149","PosM1_CMP_013","C24H25N5O4","Synthetic feature 149",8.377,602.4253,577672.5,355543.1,530705.7,422927.8,436787.3,571449.2,401745.5,532481.7,199397.5,534839.3,343230.9,510422.4,749639.6,403849.1,524949.9,473919.9,395189.9,217804.1,427383.6,317472.7,548765.6,599601.3,492458.6,488265.6,503905.3,384378.3,358992,362410.4,481849.1,270306.5
"PosM1_0150","PosM1_CMP_062","C11H15N0O6","Synthetic feature 150",2.13,979.2426,2504988.6,1804078.6,2676225.6,2842751.8,3003939.5,2131931.2,2521229.6,2044443.9,2399888.7,3653636.1,4309644.1,2660277.1,1488457.2,2563645.7,3137582.3,1452482.9,1613678.6,1341879.9,1568000.1,1637870.4,2018911.8,1944157.7,1351934.9,1623913.7,2177425.5,0,1285834.1,2407311.7,1603110.2,2026914.2
"PosM1_0151","PosM1_CMP_053","C23H44N5O4","Synthetic feature 151",3.5,674.511,368432.4,249341.5,182407.3,311007.4,304824.2,251598.5,0,162693.5,439975.1,325186.7,281370.5,311923,234312.9,220450.8,347888.1,219070,258690.3,228561.6,248752.6,304745.5,308092.8,181004.7,275618.7,227583.2,339429.7,485294.1,252305.9,210957.1,324526.5,266657.6
"PosM1_0152","PosM1_CMP_031","C30H38N2O4","Synthetic feature 152",14.762,721.1391,6392663.5,0,3673494.4,4386964.2,5186204.1,0,2728029.5,4146125.5,5865486.9,5031346.7,7215679.5,4319059.3,3416416,4496819.4,3068392.2,8824662.1,7626623.8,10861649.1,8525215.2,12445528.8,8452553.2,6981186.3,6602718.7,11474032.2,9536273.7,10702519.3,12496408.4,18793597.6,15103092.1,9421330.1
"PosM1_0153","PosM1_CMP_058","C25H17N4O1","Synthetic feature 153",11.414,531.0177,3087963.1,3450823.2,1767473.8,1881418.7,0,2171213.3,2311945.2,2947152.3,1788737,3188478.3,2547312.7,1933484.1,3378436.3,2376386,2426261.1,1560900.4,1597870.3,1602988,2125553.1,1984953.1,1399066.5,1940846.2,2211369.9,2072371.7,1800371.8,2260693.7,1977735.3,2610150.7,2799297.7,2392343.6
"PosM1_0154","PosM1_CMP_018","C20H26N0O7","Synthetic feature 154",0.859,534.9298,723202.7,1113708.7,1014689.6,1005698.8,786429.6,1106328.2,1084100.9,867135,868500.6,1231427.3,818707.4,832197.8,823721.1,1172283.3,589704.2,1028054.8,803509.2,559480.5,800852.5,819708.7,621598.5,756648.8,1009990.6,704930.2,805637.9,719129.6,920481.6,616736.2,1295874,986064.8
"PosM1_0155","PosM1_CMP_017","C23H28N0O1","Synthetic feature 155",15.534,165.8299,422675.4,421870.1,0,403962.6,319537.7,0,442712.2,365300.2,530100.7,0,415756.9,0,0,307691.6,0,417255.3,0,280386.3,0,234886.8,412476,458910.4,446762.7,419726,318120.3,295527.6,272947.4,420420.3,257411.6,269675.5
"PosM1_0156","PosM1_CMP_034","C21H46N0O3","Synthetic feature 156",0.78,197.8375,291550.1,153665.5,0,335964.9,238966.6,0,239905.8,138659.9,0,0,315558.8,303906,174663.7,191781.2,281884.9,262590.5,340125.8,171577.2,251489.9,204681.1,328339,282939,249932.6,0,298950.9,274784.4,0,322261,445025.8,0
"PosM1_0157","PosM1_CMP_011","C11H16N0O4","Synthetic feature 157",5.367,527.8167,28590230,11675352.5,14633898,13841902.3,11418288,39302787.5,38883026.2,27008393.6,32783155.7,46965144.2,13769627.1,15687472.9,8347666.5,15023879.3,11714214.8,17600174.1,22481713.9,17288284.6,17113382.3,24163881.2,6404141.2,8866423.4,10263515.1,7712294.5,6341046.5,32888294.7,21624313,14505840.4,33392322.1,18589282
"PosM1_0158","PosM1_CMP_048","C19H47N2O4","Synthetic feature 158",11.685,118.324,675938.8,766074.3,594037.4,547098.8,913800.3,680484.3,472819.4,819726.1,809592,764094.7,679705.8,408770.8,736715.4,768577.1,657043.8,1369483.9,1157755.7,1467158.7,1104272.2,1576636.6,1299934.3,1388486.3,972332.3,1098835.3,1443662.3,1448479,1175396.5,1883567.2,1208586.9,1372393.1
"PosM1_0159","PosM1_CMP_010","C25H29N2O4","Synthetic feature 159",1.915,150.1885,738081.8,918055.7,1161782.5,1041285.7,1118290.2,1340345.8,1401132.7,1499650,760903.9,962275.6,905166.6,958014.5,1034145,1003601.2,962024.6,1848927.7,895330.5,1131722.7,1460983.6,1814707.3,851077.8,1456596.9,1403638.5,1261072.9,1172834.5,1595055.3,1126589.2,1077808,1476177.2,1080007.3
"PosM1_0160","PosM1_CMP_045","C22H21N2O9","Synthetic feature 160",8.972,144.2269,516908.7,785692.7,553424.6,398775.8,372490.7,479245.5,259081.9,380593.5,439373,456364.2,530199.5,679962,375220.6,531725.5,466415.6,680949.7,737562.1,682991.1,559528.5,761757,521209.7,573880,751701.2,430248.2,690657,469742,941870.8,398605.1,528962.7,683539
"PosM1_0161","PosM1_CMP_016","C10H42N0O1","Synthetic feature 161",17.781,737.0005,546739.5,1011691.9,869329.3,727473.9,386075.2,1590271.8,2095060.1,1789905.6,2158389.3,1635260.8,543360.2,845474.8,406363.4,0,438313.5,1156925.9,479160.6,1025914.5,731119.5,980312.6,271886.1,0,276576.9,352520.3,402210.2,753253.4,486557.9,0,860338.6,811311.3
"PosM1_0162","PosM1_CMP_026","C27H20N4O9","Synthetic feature 162",17.481,962.5439,266169.8,182234.6,427375.7,189705.4,176372.7,0,0,0,240409.8,199104.7,361397.5,249558.5,272438.8,256139.4,208712.3,0,456307.3,762668.7,0,675892.7,733376.1,738707.4,825544.2,498861.9,540526.9,943918.1,0,483268.1,0,0
"PosM1_0163","PosM1_CMP_002","C28H47N5O2","Synthetic feature 163",17.197,889.1776,39137.8,40234.5,34122.8,38548.3,44369.2,43355.6,47036.9,47232.4,37584.4,28903.8,25428.9,55388.7,43261.8,29379,41568.3,40796.7,48036.4,43092.7,47733.8,47530.6,46694.8,57204.4,63399.7,49397.8,53865.6,54290.7,48124.4,68386.4,77356.2,0
"PosM1_0164","PosM1_CMP_005","C12H19N5O4","Synthetic feature 164",3.698,764.4863,2458404.9,0,0,2319006.7,0,671392.7,0,0,646169.9,858305.5,1662524.4,2374156.8,3619870.7,0,2863380.8,1123515,641895,720774,1394310.1,0,2496842.4,3203236,4312623.1,2454132.4,0,676562.5,625059.4,913075.2,0,755777.1
"PosM1_0165","PosM1_CMP_074","C13H9N1O9","Synthetic feature 165",13.953,821.1329,15373205.3,13999364.6,17915844.9,13625838.8,17013577.6,0,0,2812338.4,2676588.7,0,15276964.9,12982715.4,11068366.1,8885948.9,14352525.2,0,2046895.3,0,2196390.2,0,17789672.5,0,11084003.7,8820129.7,11518031.5,0,0,0,2048579.1,0
"PosM1_0166","PosM1_CMP_010","C11H34N3O4","Synthetic feature 166",3.024,831.3158,895671.3,948790.6,1239763.8,1291505,1538998.2,1295503.9,1020613.8,1370424,1252619.7,778527.2,883154.3,1673856.4,1168484.3,1100772.7,892432,2004073.6,1795386.7,1795375.1,2350655.9,2678906.8,0,2104228.7,1665460.2,2624157,0,1213707.5,1368011.4,956151.1,1586923.8,2298550.2
"PosM1_0167","PosM1_CMP_044","C15H21N0O4","Synthetic feature 167",17.203,900.0634,963747.6,0,952244.4,816417,0,0,899829,1323349.7,1434336.4,719437.7,1119122.2,1658192.6,1020460.5,610456.4,865389.4,814729.9,1071975.7,1232352.2,1019468.8,1180513.3,1119518.2,938682.1,0,653190.7,830540,891618.8,1123908.4,736603.1,985717.9,900958.1
"PosM1_0168","PosM1_CMP_048","C24H16N3O1","Synthetic feature 168",0.521,488.2746,7711194,16581389.6,9813162.8,10293297.2,8726440.6,8655093,11805851.7,11730259.7,7740308.2,10210884.4,11479734.9,10216039.4,8754893.3,7041274.6,8983268.9,3718892.6,5309058.5,6415673.2,5586884.1,5154551.6,4677087.9,0,4577731.2,4753905.5,5796362.6,8048907.9,5859257.2,6493145.9,5783742.7,5896336.7
"PosM1_0169","PosM1_CMP_064","C19H10N5O4","Synthetic feature 169",3.069,255.7331,1321144.3,2447499.1,1797283.2,2243884.6,1147975.2,1947503.6,2000625.8,1569735,1009725.6,1974369.6,1509814,2009508.6,1560324.8,1366310.4,1983169.1,536312.1,588942.9,574946.8,689187.9,0,583915.6,543966.5,621273,454177.2,594727,425262,725958.3,426280.1,691306.9,592643.7
"PosM1_0170","PosM1_CMP_013","C23H37N1O7","Synthetic feature 170",17.536,538.5166,382055.1,567029.2,484425.3,0,361080.9,527779.1,243219.6,423511.2,552298.6,419250,457846.3,357147.6,411305.2,358630.1,477436.5,428734,590768.3,271021.3,464903.6,542082.2,515492.1,391247.7,0,455344.7,515082.9,508717.6,532591.1,0,335161.6,484868.2
"PosM1_0171","PosM1_CMP_072","C15H7N4O7","Synthetic feature 171",13.658,488.3104,1105698.3,2085025.3,889703.8,1424507.9,1483598.2,1498870.2,830443.7,0,0,1219944.4,963950.6,1659838.3,0,0,1552172.1,1460447.1,1339231.5,0,1252843.3,1017114.2,0,0,1874256.6,961523,0,1543135.8,881612,0,1865045.1,0
"PosM1_0172","PosM1_CMP_035","C26H31N0O1","Synthetic feature 172",7.384,819.9036,554681.5,851027.6,644129.3,328255,755123.7,551682.1,1158389.4,630100.2,730827.2,558346.9,462526.4,733305.1,376138.4,560568.1,592493.6,944980.2,519910.6,874598,583152.5,690478.2,458122.9,670885.6,522381.9,358421.2,775053.1,535265.1,387733.6,602744.9,697047.6,651912
"PosM1_0173","PosM1_CMP_020","C10H37N2O6","Synthetic feature 173",16.349,317.2115,359721.2,316425.2,420430,343344.1,347071.7,2075865.6,0,0,2438746.8,1319897.7,560227.3,0,298909.4,599753.4,0,4091230.7,3109755.9,2238394,3289531.6,2931586.5,0,886293.6,633770.4,695052.5,843810.7,3553063.5,1963692.5,2743814.2,3457255,3229781.3
"PosM1_0174","PosM1_CMP_049","C8H16N0O2","Synthetic feature 174",13.462,159.497,2533640,3814132.1,2704937,1920637.6,3251820.9,3270643,0,2539950.2,0,1487162.3,2442554.9,3281658,0,2812000.1,2521056.3,1179437.2,2115332.3,0,0,0,1387055.6,1230659.8,2097560.7,1102170.8,1999124.1,0,0,0,1901299.8,0
"PosM1_0175","PosM1_CMP_044","C29H35N3O3","Synthetic feature 175",11.452,930.6796,132529.5,72580.2,60797.3,98536.9,72942,164300.5,210435.4,213537.3,487752.7,257130,96566,42872.3,62879.3,74166.8,61589.1,36061.6,40389.8,44402.7,50238.6,35921.9,9295.3,19476.7,12565.4,11838.3,12789.6,44561.6,39175.4,62207.7,51367,49615.2
"PosM1_0176","PosM1_CMP_047","C20H6N2O6","Synthetic feature 176",5.035,748.1634,505360.5,584174.3,807592.5,425597.8,889459.5,575672.7,0,669470.8,0,483998.5,393143.3,624204.7,403385.9,772935.4,688680.3,0,320605.6,0,0,492095,347300,828800.4,0,748866.2,0,435261.3,716876.3,471912.3,411739.3,498897.7
"PosM1_0177","PosM1_CMP_019","C8H32N0O3","Synthetic feature 177",3.073,932.9115,4844659,4258024.1,5761729.1,4201061.7,4871297.5,8411333.5,4863163.6,3598340.7,6916677.1,3825857.8,4036914.2,3891409.6,4226261.7,5975657.6,3389058.6,3305412.4,4294689.4,4303070.9,5378120.1,4680297.4,4176124.6,5299174.7,4391763.4,4237977.3,3599601.2,3264695.3,6146591.4,3697916,5052669.2,5254850
"PosM1_0178","PosM1_CMP_045","C26H44N3O6","Synthetic feature 178",16.539,284.7233,456031.5,570400.6,434720.9,548879.9,260191.9,360146.1,298342.7,342061.7,548118.7,464652.4,536162.2,462417.8,511870,815942.9,372845.3,108705.4,123996.6,68212.7,75312.8,65309.7,76164.6,90814.3,121978.3,0,111721.3,75731.3,88405.8,97614.4,64855.8,75149
"PosM1_0179","PosM1_CMP_021","C10H37N4O8","Synthetic feature 179",7.638,952.3702,460921.6,407304.3,408420.8,560228.8,334621.5,1826853.5,1701753,1013667.6,0,0,581222.5,298376,340610.4,439978.3,467050.5,0,2989378.1,0,3024873.8,2278021.9,981373.4,797899.6,631386.2,979800.6,711273.5,0,2517125.7,0,0,0
"PosM1_0180","PosM1_CMP_006","C26H13N3O3","Synthetic feature 180",4.552,329.3525,2185559.3,4129161.5,3492444.2,4130695.3,4096438.9,1432503.5,1245520.5,981341.3,1689760.4,1849436.5,3363631.8,2553906.8,2927367.1,3013694.8,2657196,3547889.9,4219385.9,1821212.1,2433386.4,2682466.3,6350220,4304334.5,7437844.7,8070914.3,4144106.3,3088261.4,2854549.3,1905814.7,2507101.5,2692995.8
"PosM1_0181","PosM1_CMP_027","C9H7N4O7","Synthetic feature 181",14.761,925.3321,616148.9,607166.9,640573.3,631307.4,868704.6,0,0,0,0,0,523630,979121.3,534530.9,496213.6,843726,0,0,0,437184.8,0,338196.7,367525.1,678401.1,440507.7,480680.6,393420.8,388194.3,0,0,0
"PosM1_0182","PosM1_CMP_035","C24H34N5O7","Synthetic feature 182",4.924,376.8132,1484837.4,2827834.7,1277143.5,2316963.5,1457839.2,2204092,2343228.3,2481073.4,1378786.3,1752940.1,1744664.9,2588728.6,1585775.1,2580168.4,1864781.2,451451.4,400010.1,670776.7,569609.5,616761.5,455951.6,651588.9,755346.1,660655.9,524196.1,444281.8,450158.9,459412.4,569738.4,406734.7
"PosM1_0183","PosM1_CMP_016","C28H11N1O8","Synthetic feature 183",2.524,633.9297,79049,90535.1,109830.6,88822.2,75434.7,86872.1,68114.5,97286.5,127794.7,136980,57794.9,104598.2,120324.3,111364.6,116683.2,114404.9,169904.1,143508.7,159055,164657,169968.1,0,97731.4,178786.3,88170.8,99279.9,173864.7,121766.7,150721.9,134080.7
"PosM1_0184","PosM1_CMP_078","C29H40N1O4","Synthetic feature 184",6.057,190.0759,5673117,7647499.6,6098215.9,5276542.1,7931142.7,8405363.4,6928596.1,8504310.9,4442189.3,6219189.6,6400686.6,5213216.6,6812105,6461070.9,5796779.6,13584479.1,25008858.7,18479189.6,15786353.2,15247078.7,17624992.9,24416651.6,24085439.6,13753860.7,13837895.8,34014641.2,17268905.4,17139158,16439079.3,18636378.8
"PosM1_0185","PosM1_CMP_062","C24H25N4O2","Synthetic feature 185",3.349,468.4732,11285488.7,7322792.6,7621983.6,5465335.2,8038629.3,6437946.2,9141318.6,8207053.4,8696758.4,10874377.9,7722303.7,0,8373353.9,0,0,17588845.9,18490883.7,14303345.3,15396678.2,36476498.7,0,0,13231459.7,11452635.7,0,13935958.2,20008915.7,11133809.5,17748128.7,0
"PosM1_0186","PosM1_CMP_062","C14H16N3O4","Synthetic feature 186",0.829,112.9173,442050.2,0,0,255491.5,218717.5,282200.5,377505.7,242407.1,468095.4,0,449106,360172.9,422663.2,422206,346226,754175.6,1069535.2,920122.8,2072871.2,1081551.1,1730464.1,966720.7,1153137.1,1453567.3,1368567.9,1584448.9,1058100.2,1314563.2,800284.9,1110857.5
"PosM1_0187","PosM1_CMP_043","C29H34N2O7","Synthetic feature 187",8.936,153.1661,299046.5,265963.8,256366.8,240104.4,277645.5,219523.1,212229.8,221064.2,341438.5,239255,246251.1,191492.2,277358,208554.4,183986.9,73290.5,123852.9,128791.8,0,153565.2,155513.1,0,147404.6,104875.5,122605.4,119442.9,85268.9,99702.5,85416.2,78135.5
"PosM1_0188","PosM1_CMP_063","C23H26N4O8","Synthetic feature 188",3.069,540.0594,10332251.3,8381056.9,8503244.7,9568069.2,5181617.5,7353881.3,6302827,9282029.2,0,6383697.9,10174392.4,10139299.8,10442518.1,0,16906260.7,0,0,17746512.2,13962935.5,16936456.6,16633139.7,0,0,11478997.5,13124437.4,0,0,17276377.8,16435943.1,0
"PosM1_0189","PosM1_CMP_026","C21H27N0O1","Synthetic feature 189",17.886,433.8683,22292186.6,24294292.5,21846244.3,21471167.7,15623934.6,17672014.1,17726499.3,27636856.8,25030456.6,17465909.6,18150094.5,34170897.1,24339945.3,14554409.4,16266147.1,21215205.7,34736713.3,16268424.7,20405313.9,22189881.4,26210823.2,23849557.6,29121431.3,29194805.2,37784144.8,24538871.2,30455299.1,29439655.1,29857307.5,19125974.4
"PosM1_0190","PosM1_CMP_065","C30H38N4O3","Synthetic feature 190",10.837,974.1207,444958,736729.1,658115.1,486883.9,591102.5,646327.1,517905.4,687655.2,466327.8,834734.2,537594.2,611718.8,0,402499.7,548232.4,618387,673308.8,393890.1,764442.8,650930.9,478852.7,848709,488531.9,562438.6,809087.9,693880.6,639088.5,643578.4,647324.4,591121.4
"PosM1_0191","PosM1_CMP_039","C7H37N2O2","Synthetic feature 191",12.136,357.1205,3482388.3,3467526.8,2657616.7,2396163.3,2692410.1,2210667.3,4364957,3393560.1,4557290.7,0,2344752.1,3107412,2206693.4,2965774.3,3783844.3,7276781.8,8462720.5,9462275.2,6771043.3,6670116.7,5123610.8,7060073.2,8718847.1,8511143.5,6271806.3,11357714.6,6682188,9594798.8,7795234.7,5998281.7
"PosM1_0192","PosM1_CMP_057","C10H47N5O2","Synthetic feature 192",15.992,560.596,2348346.7,1470419.7,1587969.3,1596822.4,2632722.5,1450928.1,0,1813336.5,0,0,2220847.7,1784820.7,1741716.4,3484561.3,1573033.6,984188.4,0,1012222.7,0,0,973229.8,1110417.5,1022897.8,1232275.1,776253.8,987058,947188.6,1118497.5,0,1035142.9
"PosM1_0193","PosM1_CMP_030","C8H19N4O8","Synthetic feature 193",5.593,140.3715,1755173.8,1626491,2031199.3,2268035.7,2568485,3608551.8,2225329.3,2520889,1385355.4,2438433.5,2612208.3,2241368.2,1807368.4,2944773,1671037.1,1690641.1,2400924.4,2444479.4,2567545.9,2626239.7,2344690.4,2434714.9,1773858.2,1859749.4,1750268.5,2750738.2,2418130.4,2417641.9,1552635.9,2086645.5
"PosM1_0194","PosM1_CMP_047","C15H37N3O4","Synthetic feature 194",1.071,310.6466,352189.5,357600.6,479499.8,235263,296931.8,372308.7,240564.1,493157.3,356102.6,350371.9,329147.1,451533.8,410040,287231.2,309515.1,254776.3,278966.5,284575.5,240143.2,289853.6,365130.1,489561.1,279454.9,208362.4,299980.5,244838.1,299594.2,313983,267610.6,181088.5
"PosM1_0195","PosM1_CMP_062","C19H41N4O3","Synthetic feature 195",15.329,184.2581,1204175.2,1844674.6,1410741.5,2245795.3,1641475.4,2094488.8,1259722.7,2542843.8,2265515.4,2032983.9,2286530.3,3153191.2,1345329.3,1981371,1496473.1,2845125.6,5630919.8,5082232,4139684.3,5165664.4,4731745.4,5248058.9,4342413.7,6090098.7,5560776.1,6157751.1,6772383.9,4937374.8,4247775.8,5460795
"PosM1_0196","PosM1_CMP_057","C22H6N0O5","Synthetic feature 196",12.925,796.6126,2819490,3589179.6,2202063.8,2237206.4,2655916.5,1893414.5,1636900.1,3064348.1,1837554.1,0,1933685.1,1773123.8,2873364.9,2364083.5,1833258.3,2212469.9,1778198.6,2214583,1867327.3,2492685,2004079,1308839.6,1952306.8,967553.4,2141323.6,1690284.2,2462829.6,2097882.1,2687704,2399609.8
"PosM1_0197","PosM1_CMP_005","C23H24N0O1","Synthetic feature 197",5.336,497.3257,4371718.2,4254516.7,5468355.8,4798605.9,3804365.4,3071977.4,5053355,6322190.1,4587691.3,5184640,4405361.9,5350540.2,7145863.4,4243516.3,3850442.5,13878211.7,7705138.5,13090521.9,9600321.1,8719074.3,7158041.5,10816140.5,14315894,12376645.4,6844395.2,11385603.8,9664432.6,8177365.9,10363321.6,9152451.7
"PosM1_0198","PosM1_CMP_027","C16H49N2O7","Synthetic feature 198",12.469,107.7351,4878269.1,6582986.2,4450461.2,5380259.3,5593906.5,2630474.6,5622350.7,2764176.9,5217209.4,5427274.7,5455616.8,3823223.9,3375696.3,5086367,4549619.3,4087586.7,4495408.4,7737409.2,6031186.6,4738814.6,6575315.9,6663448.1,3193089.8,7493963.5,6245839.9,4071748.9,7736136.2,3456244.8,4618853.9,6707446.4
"PosM1_0199","PosM1_CMP_052","C16H29N5O7","Synthetic feature 199",12.259,927.465,1065168.2,1515426.1,1080807.2,733234.9,979993.2,975080,871912,967340.8,0,1024346,982955.2,792134.2,1055076.6,810293.7,915147.4,1055700.2,1610741.2,1752615,1660602.7,2045241.1,1014900.9,0,2168020.4,1333507.1,1235265.9,1444088.8,1200618.2,1342386.1,1374034.1,1354337.2
"PosM1_0200","PosM1_CMP_010","C14H25N4O1","Synthetic feature 200",14.816,939.089,2075020.7,1930454.3,2400152,2377170.8,2165733.1,1668431,817747.4,717242.9,992769.2,1251717.5,1758425.2,0,2263054.4,1738230.1,2177851.8,1498866.3,1150466.4,2093464.3,1905090.3,1884968,5290428,2418857.8,3353897.5,4093673.2,3260862.5,2012997.2,2123206.9,2808498,0,1395333.5
