"Precursor.Id","Protein.Group","Genes","Proteotypic","S01","S02","S03","S04","S05","S06","S07","S08","S09","S10","S11","S12","S13","S14","S15","S16","S17","S18","S19","S20","S21","S22","S23","S24","S25","S26","S27","S28","S29","S30"
"Frac2_PEP0155_2","SYN0016","GENE0016",1,1161616.9,1873718.5,1209331.8,1777594.2,1964207.1,1738770.4,NA,NA,1729029.6,NA,1173025,1530271.8,1295781.2,1613545.2,1561366.5,1139252.7,NA,955545.2,NA,NA,1109072.1,1404188.7,682536.5,1476132.6,1222664.4,NA,NA,NA,NA,NA
"Frac2_PEP0156_2","SYN0081","GENE0081",1,258021.2,333256.3,262070.9,211324.6,196322.7,332771.7,211277.4,177212.8,282998.4,168137.2,383951.4,248174,257347.8,218638.6,379857.6,131469.3,136752.7,127002.9,134353.5,134231.6,225538.8,109551,95358.6,169683.6,155406.1,151308.8,177567.6,142550,163713.8,150604.4
"Frac2_PEP0157_2","SYN0014","GENE0014",0,445749.2,308254.2,312643.9,458367.7,278494.9,397656.4,270191.9,NA,308329.7,219331.7,364477.7,237225.4,377595.3,NA,236509.4,365931.3,272157.5,357276.8,316152.5,343478.2,356208.9,351262.8,408340.7,262876,343287.9,312438.8,315901.2,274964.7,211222.4,303577.7
"Frac2_PEP0158_2","SYN0009","GENE0009",0,12657826,16832006.7,19268729.1,16161686.2,NA,NA,NA,13047917.5,NA,NA,11364218.8,24451510.1,18392277.9,16801523.9,18912557.1,15866976.2,NA,NA,10614586.4,NA,13866728.2,10587782,17225928.1,15360408.2,8795432.8,NA,11287200.8,20712051.4,NA,NA
"Frac2_PEP0159_2","SYN0030","GENE0030",1,259081.2,260981.1,193141.4,340353.5,NA,NA,178755.1,NA,NA,NA,228369.6,274259.1,281243.4,305619.9,257443.3,NA,238490.8,NA,NA,186521.5,430726.4,375826.8,482083,319229.8,NA,NA,NA,226422.8,NA,NA
"Frac2_PEP0160_2","SYN0100","GENE0100",0,428231.6,415854.1,294718.4,415078.7,369195.5,404724.4,941440,549491.9,507862.4,595068,358947.2,327384.5,393957.7,334166.8,540574.3,1402063.3,1007740.9,674699.3,934833.4,1001395.9,NA,686884.6,533458.2,650308.8,850239,1793537.1,798415.2,908050.2,994910,1028535.7
"Frac2_PEP0161_2","SYN0014","GENE0014",1,2996116,3092676.4,1800837.3,NA,3950683.8,3086442.2,3308600,2591568.3,1726969.1,6078835.3,3330449.7,4432813,2140588.8,2244650.7,2594334.1,2510680.8,3045005.8,2994256.5,2522974.9,4101114.8,4823473.1,3217058.3,NA,3174892.5,3169006.1,5002719.2,2287715.7,3554916.8,3720774.4,2841111.7
"Frac2_PEP0162_2","SYN0021","GENE0021",0,818101.9,570194.3,795386.3,1114694.9,944539.8,1025949.7,1258705.1,1240600.2,1236781.3,621585.3,1097049.4,802780.4,795818.9,1648874.6,861739.8,534444.8,NA,646549.9,818187.4,548438.2,934360.4,702220.6,473856.4,761803.3,668089,855678.4,518340.3,585172.2,824580,674049.4
"Frac2_PEP0163_2","SYN0090","GENE0090",0,1390341.1,1203299.2,NA,1552076.9,NA,1645108,1885592,2984955.1,2820785.8,1304967,1410261.8,2170676.4,1591485.4,1019833.5,1960539.5,821506.6,1321135.5,896024.5,899311.2,1078012.3,1041219.4,694697.5,802391.6,804655.1,NA,1180825.2,607300.5,NA,733442.3,989733.5
"Frac2_PEP0164_2","SYN0116","GENE0116",1,7092571.1,3825975.3,5614311.8,7419388.3,4164414.9,5164830.3,6859619.5,3879768.4,4316465.1,4062796.4,4889567.3,5657504.4,4544563.6,5155790.5,5743651.7,3392122.8,1479359.8,1440294,2049258.8,2512341.7,NA,2296550,1852633.2,NA,1547264.9,2046143.2,2256671.3,1414465.3,1739376.8,2571603.9
"Frac2_PEP0165_2","SYN0070","GENE0070",1,44526.7,33153.8,NA,49156.5,58628.2,33624.5,NA,NA,NA,51339.7,66840.1,53266.4,54101.3,31755.4,NA,NA,50750.7,49690.8,NA,NA,68438.6,62666.6,42779.8,39140,28525.2,NA,NA,NA,65769.2,NA
"Frac2_PEP0166_2","SYN0057","GENE0057",0,1285953.2,1136195.2,1229354.4,597606.2,1370779.6,NA,NA,NA,1218148.3,NA,1045763.8,818756.8,971819.4,1694549.6,1334358.4,1428230.8,NA,1094384.8,NA,NA,1092592.6,1167401.3,1523329.9,2049643,903139.7,NA,NA,NA,1206182.6,1846235.7
"Frac2_PEP0167_2","SYN0132","GENE0132",0,NA,NA,454082.9,NA,514683.7,153196.4,209037.9,NA,NA,302315.8,607183.9,432606.3,NA,NA,779830.6,207937.6,313991.9,109849.5,177514.8,134306.3,NA,258468.8,526493.8,NA,317656.3,143360.1,177131.5,106337.8,157634.9,122660.3
"Frac2_PEP0168_2","SYN0112","GENE0112",1,542693.1,358467.3,387844.6,670409.6,591650.5,548847.5,376667.3,434487.1,548711.8,477616.4,613749.3,506635.2,645815,687034.2,499814.3,325307,343526.7,430547.6,NA,242723.3,504839.5,258742,391213.3,266786.3,359371.8,366904.8,318453.2,345641.9,262031.1,251228.9
"Frac2_PEP0169_2","SYN0130","GENE0130",0,347347.4,309069.7,267415.8,223446.4,283940,963201.9,562190.5,431051.1,747452.8,518238.9,385000.3,345587.6,412367.8,339741,210614.8,2626639.8,1853711,2292417.1,2457018.6,1953079,805518.2,1243948.2,927088,920066.3,651244.9,2004260.9,1775637.1,1184431.6,1419668.3,2151051.7
"Frac2_PEP0170_2","SYN0012","GENE0012",1,1709922.5,1978932.4,1770146,2030939.2,1773608.6,1256107.7,2854198.1,1887093.9,2448713.4,2117527.2,2023158.8,1585617.4,2911435.6,1932992.8,1902167.2,2133353,2484478.3,2891737,2758569.8,4966269.2,3635007,6625386.6,2449068.9,3489266.7,3404226.3,4864969.7,3231879.6,1752329.2,2683878.6,2627509.2
"Frac2_PEP0171_2","SYN0053","GENE0053",0,2168324.8,1284815.2,1506289.9,1442292.1,1712434.7,2096176.2,2331765.2,1531385.9,1268513.5,1371635.8,1955718.3,1557608.3,2170742.3,1803398.1,2014870.5,2479923.1,2696999.9,1715302.1,2510910.2,2755129.3,NA,2895967.7,3111277.8,2933722.6,1715506.7,2334849.3,3350780.3,2423706.1,3565422.4,1731385.7
"Frac2_PEP0172_2","SYN0075","GENE0075",1,79843,46347.8,58338.3,47010.5,54688,91753.1,84463.2,70913.8,58564.6,65936.3,91059.8,NA,NA,59109.7,99530,100100.2,131338.3,117265.6,144158.8,NA,90489.8,104047.4,NA,91070.1,77623.5,86153.4,107984.3,118313.8,85308.9,91417
"Frac2_PEP0173_2","SYN0083","GENE0083",1,589596.8,752004.8,895530.4,1114125,1382758.6,165213.3,165234.5,165858.1,118561.9,NA,547117.4,632640.4,681136,1100696.6,NA,132715.3,161304.1,216262.5,NA,190620.2,920458.5,905478,846934.9,581283.6,637875.6,NA,234697.2,199117.4,248499.3,134545.4
"Frac2_PEP0174_2","SYN0091","GENE0091",0,956048.2,757549,1091268.2,841606.7,689158.3,NA,NA,NA,NA,1284911.2,707367.8,914690.4,858643.1,497651,957481.2,502874.7,NA,377515.3,422094.7,NA,289948.3,361320.7,400117.6,518591.9,382342.5,NA,NA,NA,381319.5,NA
"Frac2_PEP0175_2","SYN0079","GENE0079",1,1045510,1341241.9,1080510.4,906872.9,781339.4,NA,NA,919918.4,1125290.9,NA,392070.3,910018.6,1091252.9,761071.8,745516.5,560001.7,565945.3,NA,NA,NA,635726.6,NA,710266.2,424918.6,NA,NA,NA,575249.6,NA,NA
"Frac2_PEP0176_2","SYN0037","GENE0037",1,956362.8,1225377.2,1591907,1308179.4,813641.7,1759118.4,1275568.5,2172322.3,2368382.2,2078444.8,1369225.3,1085553.9,1465909.3,1440285.2,1185504,NA,2688865.8,2208173.5,2644003.5,1894069.5,989575,759678.6,802381,956906.2,837378.2,1625592.3,1874497.2,1865700.2,2652410.6,1587652.9
"Frac2_PEP0177_2","SYN0101","GENE0101",0,225416.6,238127.6,174689.9,237038.4,NA,305248.1,289482.1,219823.2,211316,285593,305939.4,308516.5,226607,362823.7,246168.7,990735.4,870799.8,1797286.3,649588.9,705927,809465.3,793495.4,1126301.5,877503.2,862628.3,938608.9,646429.5,982217.4,825184.6,1096327.6
"Frac2_PEP0178_2","SYN0047","GENE0047",1,2422320.7,3096170.3,2431552.7,1740882.7,2104753.2,NA,NA,NA,NA,NA,2826159.1,2242332,2939815.3,2324866,2478510.8,NA,NA,346450.5,NA,NA,906495.5,1615497.6,1264085.2,1713802,1767053.5,385522,367153.1,NA,274170.4,NA
"Frac2_PEP0179_2","SYN0081","GENE0081",1,NA,296967.3,280557.2,201667.5,223748.1,NA,NA,NA,NA,NA,290621,171005.7,256455.5,225495.9,NA,NA,154103.6,251811,NA,309078.1,189105.5,250197.5,209170.1,NA,155912.7,NA,NA,NA,NA,NA
"Frac2_PEP0180_2","SYN0007","GENE0007",1,5606241.3,4197712.9,4430677.3,4343232.3,NA,3641800,3865794.3,3803671.6,3645304.4,4697610.1,4566132.5,3630726.2,3041029.1,4300771.3,5307193.4,NA,4151838.5,4520710.6,NA,4124612.8,3480792.2,3079268.8,4944440,4950317.6,NA,5891100.8,4597903.3,NA,NA,6135318.3
"Frac2_PEP0181_2","SYN0083","GENE0083",1,107908.3,69084.2,109312.3,104415.5,121076.3,103299.1,58882.2,145078,141862.8,NA,200581.5,124452.8,NA,123666.5,63851.8,144820.7,117413.8,146270.8,228768.1,217709.2,187991.9,188067.3,217566.2,140204.3,237333.2,201572.9,NA,163983.4,210226.4,326761.3
"Frac2_PEP0182_2","SYN0109","GENE0109",1,2298593.3,2408490.6,NA,3082653.4,2529025.2,1907552.1,3509213.6,2308671.7,1338500.1,3253178.3,2439751.9,2792862.4,2649678.4,2113766.1,2663574.9,2351734.6,2686904.6,4159488.3,2401848.7,NA,3132041.2,2883990.8,2402118.8,4889502.7,3942919,4275903.9,3848356,2803198,NA,3834945.3
"Frac2_PEP0183_2","SYN0114","GENE0114",0,4458323,3383462.2,3338721,3515958.2,4164298.7,5272433.5,4206603.2,NA,3630099.4,2989728,2961597.1,3381469,4811658.1,4289446.8,3406350.7,925992.4,1477026.6,1712533.9,1210399.9,1087168.4,1253549,1421726.9,1316538.1,918040.4,710231.6,1752804.7,2063844.6,1595071,1212306.2,955463.5
"Frac2_PEP0184_2","SYN0031","GENE0031",1,1789001.1,959443.7,1555046.1,1760684.1,1202425.8,4677407.6,5152077.8,8988584,7915742.3,5278695.9,1321605.1,1488622.5,1592885.9,1558863.2,2463905.2,3856739.8,2054967.6,3090033.6,4721152.2,3266189.7,1173594,866795.9,639280,865432.5,1112775.2,3119946.1,2345761.1,4996270,2608159.7,4351827.2
"Frac2_PEP0185_2","SYN0133","GENE0133",0,14707.8,18711.7,16642.1,19484.3,11041.5,105647.9,74756.7,81037.2,55447,104698.6,25315.7,14893.2,22129.3,20960.8,19380,23865.3,29471.5,28070.3,23740.8,20844.5,3624.2,4627.4,3105.5,3482.2,4881.6,24949.3,22264.6,26891.2,26781,30314.3
"Frac2_PEP0186_2","SYN0054","GENE0054",1,NA,2800747.5,2443341.6,2835472.9,1803770.4,2452368.5,2335415.6,1854447.4,1592433,2324013.2,3942170.9,3059360.6,2772181.1,2607705.6,2462022.7,7345592.6,5127972.8,4981566.2,5501034.3,5243008.9,4489523.3,9554132.3,8450617.1,6198039.3,7661675.3,6106151.4,4167982.7,6202461.1,6392042.6,8601400.1
"Frac2_PEP0187_2","SYN0046","GENE0046",1,174502.7,180008.5,147789.8,176832.7,124474.8,463398.3,NA,NA,NA,NA,190152.1,125197,132197.2,127090.9,219367.7,151192.5,306955.1,245631.3,138900.2,NA,111390.4,85704.4,49725.4,80724.7,57906,NA,NA,NA,NA,NA
"Frac2_PEP0188_2","SYN0063","GENE0063",0,341563.4,376489.6,454690.9,174524.1,470264,242819.9,300191.9,275394.2,217024.2,295157.6,203728.6,300857.8,407166.4,257550.9,347181.3,489331.3,667387.2,1041135,602531.4,430088,588217.7,933323,578922.3,900853.4,847321.3,953984.2,759866.4,560812.9,532915.7,637562.4
"Frac2_PEP0189_2","SYN0038","GENE0038",1,111701.9,68599.7,74893.4,81023,108226.1,89035.6,104463.8,75612.7,136152.8,116480.4,83241.8,158764.2,99237.9,110957.7,90085.7,174407.2,147620.4,146008.4,196191.8,160073.6,169032.5,142023,110755.4,267682.2,199490,190478.5,105635.1,158600.7,187694.8,144970.5
"Frac2_PEP0190_2","SYN0123","GENE0123",1,323951,226834.1,283994.8,530630.6,245288.3,367259.1,NA,NA,NA,NA,329943,424785.4,411072.1,321138.7,421137.9,NA,NA,NA,NA,628082.4,1106802.2,1083571.8,938624.6,1094394.6,837604.4,836574.1,NA,753722.9,NA,NA
"Frac2_PEP0191_2","SYN0029","GENE0029",1,2287776.8,1991076.9,2444592.4,NA,2387211.7,2142600.2,2180926,1704940.8,2020082.6,NA,2504283,2571990.9,2778763.1,2938423.5,2925191.8,10920958.1,6023042.8,6758849.8,6888183.6,7053785.3,9324689.3,9425570.8,7945067.9,6910981.3,6823361.6,10705913.4,5023335.5,7204617,7308780,10696576.3
"Frac2_PEP0192_2","SYN0016","GENE0016",0,151316.2,NA,165367.4,129698.7,131501,166600.8,290332.6,136650.6,150412.7,178520.7,164031.7,128788.5,195481.9,199004.9,158624.6,232847.3,227864.8,205932.6,199398,209217.4,266107.1,187071.6,213443.3,170298.9,NA,199944.3,242798.5,183378.9,130806.4,228545.2
"Frac2_PEP0193_2","SYN0092","GENE0092",1,697954.3,935913.8,736478.8,1369324.4,1302637.8,833902.1,NA,888339.4,840182.3,NA,884022.7,698649.5,598726.5,970222.7,1000801.1,603067.3,NA,NA,NA,NA,770388.6,764915.8,796449.1,1420704.1,NA,NA,NA,NA,NA,NA
"Frac2_PEP0194_2","SYN0134","GENE0134",1,NA,1042880.7,1315515.8,1002412.1,1541477.6,1949583.8,1312578.4,1121464.9,1096027.1,1158896.3,1466660.4,1218314.5,1556742.4,NA,2081020.7,1497629.8,1179109.1,NA,1430844.1,1179253.7,1362647.5,1475932.5,1258902,1081643.9,960458.8,1324724.3,NA,1402875,1153359.3,1644536.6
"Frac2_PEP0195_2","SYN0089","GENE0089",0,550648.1,NA,542910.3,410337.3,842952.5,466631.8,547655.8,454687.2,902126.3,686645.2,577604.9,930973.9,517236.5,591171.3,580061.5,1153604.2,945371,978640.2,1496222.7,1001070.6,951053.2,752380.3,1681624.3,1042238.1,930125.4,961941.2,824201,895193.7,780585.6,1068352.3
"Frac2_PEP0196_2","SYN0115","GENE0115",0,229010,277493,316021,NA,258495.2,NA,249987.4,NA,NA,NA,230678.3,312506.9,226375.1,282439,304513.3,NA,NA,NA,NA,NA,303780,413579.9,449843.6,416321.2,460889.1,NA,385221.8,NA,NA,NA
"Frac2_PEP0197_2","SYN0075","GENE0075",1,681778.8,837167.9,1247769.4,795929.7,805595.6,846579.5,835838.2,1135009.9,1203573.3,1032562.9,485252.6,756362.9,718003.7,756204.9,560232.5,1252980.9,1028277.8,1044578,1232772.4,882174.4,972004.1,1301400.3,1212878.5,1650715.5,1097745.6,1730730.7,1310246.5,NA,747016.8,814193.4
"Frac2_PEP0198_2","SYN0089","GENE0089",0,419670.9,583488.5,394622.9,365294.3,429322.3,309282.3,441424.7,453364.8,266734,290340.8,283747.3,493187,392706.3,250980.1,399121.2,454948.4,445551.4,478455.6,752782.1,609211.6,603519.7,514590.7,573311.2,676842,612447.4,473333.8,439730.3,684634.9,543527.3,830814.9
"Frac2_PEP0199_2","SYN0093","GENE0093",1,47180,NA,61489.9,76207.9,NA,NA,NA,74734.3,52320.3,62904.1,NA,58963.5,63179.5,61735.6,NA,NA,85585.1,NA,118263.5,71466.2,67483,96676,96924.6,85553.1,110160.6,NA,85880.9,NA,111072,107610.1
"Frac2_PEP0200_2","SYN0027","GENE0027",0,253066.6,210402.7,242835.7,284450.4,301759.1,214139.5,194077,263950.2,203996.2,253994,245252.2,228315.1,233911.5,146505.5,141406.8,112298.8,71954.4,132221.4,83765.7,119320,93974.7,96595.5,65556.3,138546.8,103035,104403.8,63257.5,96458.1,57573,79108.8
"Frac2_PEP0201_2","SYN0054","GENE0054",0,1309811.1,NA,901991.6,912128.8,1072774.3,895475.6,957740.6,1086086.7,1398734.2,811607,NA,1147053.8,NA,1040273.8,872087.1,2252893.9,NA,2836567.6,NA,1842065.5,2253394.7,2191105.4,NA,NA,2395663.8,NA,1776865.5,3879229.4,3503799.1,2872825.9
"Frac2_PEP0202_2","SYN0004","GENE0004",1,528717.9,509138.6,903201.1,745072.2,571716,665241.2,533134.6,748402.9,799763.6,671543.1,664973.8,484146.1,788081.6,528555.9,649370.6,1230214.3,960496.3,876672.1,1312821.1,1798411.6,1069192.6,926249.6,1275572.6,907706.9,763158.4,1684046.2,1155373.5,1277164.5,1770069.4,1060104.4
"Frac2_PEP0203_2","SYN0019","GENE0019",0,1301015.3,1509394.1,1534739.3,3155332.4,2143965.2,NA,NA,NA,2224223.2,NA,2085688.2,NA,1193086.1,2572886.4,2955692.8,NA,NA,NA,NA,NA,1186886.9,890670.1,1476536.8,908775.9,816405.1,NA,NA,NA,NA,1578743.3
"Frac2_PEP0204_2","SYN0069","GENE0069",1,192848.3,235379.1,200394.7,249496.6,186606.4,139402.7,222016.1,155160.2,344691.6,173957.9,160543.4,278168.5,167561.5,169646.9,248141,439496.7,633633.3,424035.6,296820.2,502268.9,284591.9,501623.5,392411.8,467365.1,447544.6,388281.1,373824.7,369773.4,394647.4,281129
"Frac2_PEP0205_2","SYN0086","GENE0086",0,444486.2,527798.3,825088.1,703013.2,604806.6,936796.6,784955.5,647896.9,820551.6,533941.5,590519.5,437390.3,631944.2,765478.2,638162.6,781299.9,NA,730183.6,885026.5,632665.7,945961.1,525916,702363.6,704594.1,549779.1,652461,434171,447698.1,611543.7,953786.2
"Frac2_PEP0206_2","SYN0114","GENE0114",0,152120.2,193346.6,168497.1,149006.2,118888.3,132708.9,131508,226857.4,244950.5,185440.6,89748.1,127781.1,112982.5,195728.8,208084.8,NA,220598.9,168837,371346.6,139618.4,148994.2,97936.6,140702.8,139551.1,189878,168895,196835.2,101457.6,112419.6,85814.7
"Frac2_PEP0207_2","SYN0057","GENE0057",0,8654603.1,9319886.3,6296096.2,7110116.2,9411153.3,6974593.2,7004269.2,5569070.2,7675389.2,5589376.8,7129141.2,6834657.2,5364785.6,5655013.3,10380364.7,5221559.3,5707744.2,4030400.6,5978827.8,3893803.9,5297442.2,5839519.6,5035448.1,4796618,6924141.2,3782155.2,6655235.8,7297182.3,4494261.4,4000841.8
"Frac2_PEP0208_2","SYN0001","GENE0001",0,504844.3,528124.9,425752.4,593499.5,636732.6,1968853.7,808471.3,1136131.5,1762478.4,1015494.1,456356.4,433832.9,624660.6,750345,594480.3,1603873,1859431,2250831,1577012.3,1976490.2,1036113.5,NA,962121.5,866472.7,638808.1,1874741.1,2882053.6,1052851.6,1712181.7,2051377.4
"Frac2_PEP0209_2","SYN0048","GENE0048",1,1012587.8,1898905.8,1394281.7,762902.6,941510.4,2306676.7,1400799.4,1976047.9,1922896.1,1637875,1110799,998354.4,751813.4,1088453.1,975102.5,2034391.7,1764721,985690.6,908506.9,1814140.3,736048.5,914421.2,1040767.6,934579.9,966510.4,955561,1544309.1,1831729.1,1574110,1243478.2
"Frac2_PEP0210_2","SYN0045","GENE0045",1,2116019,3241019.8,2519872.6,2705570.2,1432741.7,1818526.6,2718321.1,1535527.4,1788862.9,2099195.8,1986800.1,2192871.3,2837721.5,3146654.8,2194208.8,969709.5,718099.8,791800.5,677763.1,1148687.6,1495053.9,1024390.9,883783.9,1276369.9,778857.4,1259171.8,979110.9,1455082.5,1156299.2,1350840.1
"Frac2_PEP0211_2","SYN0122","GENE0122",0,694618.7,581785.2,1225687.7,802320,666566.3,3148930.6,3098526.1,2045694.8,3011414.9,2340083.8,700219.9,755400,733347.3,NA,813598.2,1026431.7,1263308,NA,1202866.9,1466356.6,302947.6,279421.1,382087.7,189052,402851.1,1073188.9,1245105.3,1382515.3,1163748.5,1871206.1
"Frac2_PEP0212_2","SYN0071","GENE0071",1,1019728.9,751100.8,596083.2,NA,628256.3,691694.5,660562.1,924960.7,973348.6,816382.9,830889.3,795049.7,916703.8,1012597.5,870253.6,417727.3,370945.9,457993.4,NA,394018.7,292149.4,343863.3,449471,392474.6,350406.7,424527.1,297236,258139.2,232053.4,253596.1
"Frac2_PEP0213_2","SYN0059","GENE0059",1,230633,234343.8,204304.4,254411.4,230929.8,NA,450390.2,NA,NA,569364.1,208298.6,270525,244934.3,298086.7,214327.4,NA,NA,NA,521653.8,357597.9,134563.7,200863.3,255471.1,176490.7,142812.3,NA,308168.9,NA,474806.8,NA
"Frac2_PEP0214_2","SYN0101","GENE0101",1,217426.4,258251.4,334287.5,269121,419825.1,277695.8,225419.6,219723.6,214842.1,NA,334178.1,261507.9,205981.9,341998.5,268952.8,NA,NA,NA,NA,558416.3,533252.3,491217.6,398415.8,285735.3,738515.3,NA,NA,486750.2,NA,263196
"Frac2_PEP0215_2","SYN0100","GENE0100",1,77321899.8,80611446.6,76961867.6,68937292.8,66696477.7,94388847.1,NA,NA,NA,58996250,52653120,60777391.2,NA,74487412,83173102.7,40325209.5,NA,NA,NA,36749188.4,34263038.6,33034544.6,32063751.7,32018792,24288579,NA,NA,36275091.5,NA,27287641.8
"Frac2_PEP0216_2","SYN0053","GENE0053",1,521846.9,878902.4,690645.1,638678.7,673116.5,NA,NA,NA,NA,NA,359711.7,574396.5,731896.8,519627.8,405771.6,NA,110503,223195.8,139451.3,NA,163476.6,495192.9,319161.7,331571.2,193803.1,NA,NA,NA,NA,NA
"Frac2_PEP0217_2","SYN0125","GENE0125",1,6095086.2,7937050.6,5456732.8,6618197,NA,10176510.4,NA,NA,7870158.2,7479218,5827136.5,4978263.2,6006764.8,5712026.7,8574925.9,4229264.2,NA,4061508.1,3305722.8,NA,5125005.5,4148327,NA,NA,3567421.9,4163575.3,NA,NA,4694775.2,4399684.7
"Frac2_PEP0218_2","SYN0089","GENE0089",0,68879.6,67305.9,42124.1,72194.7,44533.8,40634.6,34114,47278.1,47187.7,71019.8,NA,65423.5,NA,44815.9,74606.3,NA,NA,15786.6,NA,19976,18647.7,NA,11819,14093,NA,7227.3,11741.5,14446.2,16096.6,10302.5
"Frac2_PEP0219_2","SYN0068","GENE0068",1,NA,NA,1486423.6,2036772.2,2496785.4,NA,3292749.3,3705290.7,NA,3633887.7,1734321.3,2179521.8,2021331.9,2226317.8,2003354.7,1339028,1245773.5,1417308.9,927913.6,NA,1905095.5,1286388.9,1576150,1166941.4,1434768.4,1561327.1,NA,1876211.6,1193648.9,1642243.8
"Frac2_PEP0220_2","SYN0006","GENE0006",0,1609352.6,1895642.2,2466086.2,2735584.3,1284907.9,NA,NA,NA,NA,NA,2016542.3,1340129.4,1794662.9,1910637.1,1399693.4,1632077.7,1771437,NA,NA,NA,1306290.7,2713971.5,2819281.4,1091858.9,1579557,NA,NA,NA,NA,NA
"Frac2_PEP0221_2","SYN0077","GENE0077",1,NA,1313752.4,1166380.9,1581693.8,NA,1876898.2,1170181.6,NA,852749.7,1707347.2,1122399.1,1004182.8,1390231.8,1520644.3,1459343.9,911734.2,1136550.5,816399.4,NA,917835.6,805947.1,948278,NA,1220766.8,934793.9,1226572,1057223.8,952864,NA,725520.2
"Frac2_PEP0222_2","SYN0069","GENE0069",1,460820.5,666281.6,602576.8,350429.4,507486.6,482114.4,480597.4,344542,591228.6,764347.8,522482,319290.8,395280.3,582813.6,431123.1,254942.1,197573.2,255708.5,255506.3,204716.2,146013,227336.2,221958,177674.2,158543.7,159164.4,128028.8,147650.4,159153.8,260700.6
"Frac2_PEP0223_2","SYN0068","GENE0068",1,710811.8,482115.4,341974.7,573375.6,563895.1,320266.5,657802,384288.3,470087.9,634743.5,716012.2,511483.4,477127.3,422917.6,650817.6,4221647.6,3646441.8,4874825.6,3256769.6,4731695.9,3359461.1,2934894.1,5817588.1,3840603.5,3846868.8,NA,5184883,4969753.5,4241203.3,5018298.1
"Frac2_PEP0224_2","SYN0051","GENE0051",0,325201.7,327877.5,388570.8,332174.8,405506.7,192171.3,216661.6,137441,162386.3,254106.5,338428.1,484227,525912.4,288889.7,NA,361437.9,272028.9,226324.3,482196,207823,665575.9,687709.8,601402.8,659421,1163176.5,356298.3,216403.9,397695.7,341928.3,341717.9
"Frac2_PEP0225_2","SYN0054","GENE0054",1,126165.9,198306.8,224247.2,203645.9,253587.5,189837.8,173632.9,263106.6,111710.1,179796.8,154924.8,225253.5,185300.2,200282,193123.2,174772,325325.4,174051.3,228072.6,135548.3,227833.9,142094.1,201902.3,198749,255142.1,349185.7,173236.3,176440.6,196641.4,159668.8
"Frac2_PEP0226_2","SYN0112","GENE0112",0,14142365.6,8428958.4,9762105.1,9886981.9,6501098.4,6362452,11307842.6,8042586.9,8983738.3,8262567.6,7431311.7,10084068.2,7569260.7,10160175.6,8811991.7,15589069,13811386.6,18489850.7,18452292.7,21548877.2,12063724.7,12083596.4,13105036,17092226.1,17542607.5,15568212.2,12377750.9,18130826.3,15638853,22250655.6
"Frac2_PEP0227_2","SYN0120","GENE0120",1,926658.9,992246,NA,NA,748626.8,670081.2,802526.1,616275.2,NA,NA,463831.5,595719.5,470830.6,484492,716809.1,406509.1,NA,NA,717641.2,569786.6,715252.1,NA,529178.9,524389.2,NA,387650.5,427256.8,505547.4,486100,504444.4
"Frac2_PEP0228_2","SYN0067","GENE0067",1,107933.7,115834.8,141269.4,198733.4,136033.5,NA,NA,NA,111708.2,NA,208324.4,157567.5,127455,122381.6,156629.8,335372.6,NA,343873.5,546211.5,338481,243319.7,411073.3,427595.5,501120.7,NA,NA,426119,NA,NA,NA
"Frac2_PEP0229_2","SYN0121","GENE0121",0,333575.6,NA,465807,291362.4,NA,NA,256507.7,453081.2,398391.2,330795.4,422879.6,NA,319141.5,187247.5,228273.8,82010.8,72433.3,76680,92802.5,NA,77903.2,62240.5,52825.5,93268.9,NA,99034.7,121765.3,77448.3,119935.3,NA
"Frac2_PEP0230_2","SYN0012","GENE0012",1,63618.9,94393.3,126531.2,NA,75363.6,15487.7,34688.5,NA,21282,20822.9,40857.8,84273.3,106926.3,85041.4,81651.1,76504.2,NA,87283.7,71345,57537.4,NA,197884.1,179317.5,259219.6,NA,52474.2,84175,97426.9,70435.2,106042.3
"Frac2_PEP0231_2","SYN0117","GENE0117",0,486294,647747.9,NA,587805.2,572686.1,NA,786344.7,877774.9,NA,370033.9,1140903.7,NA,834155.7,704259,550138,1067404.1,916040.8,NA,NA,1505650.8,NA,1041333.6,1212696.1,984829,NA,1100548.4,NA,1193906.9,NA,787302.7
"Frac2_PEP0232_2","SYN0097","GENE0097",0,938484.5,1288835.5,1653135.7,1181920,1152561.2,1742649.1,1974911.1,1006512.1,1165853.5,1405187.8,1241370.6,1062430,1759801.7,1389515.3,1566210.9,5845701.2,4189492.3,4872054.2,3909110.5,4458597.8,4396310.2,4308898,3864727,7745804.1,3318498.4,5533588.9,4073078.8,4124610.6,5981203.6,7430877.3
"Frac2_PEP0233_2","SYN0101","GENE0101",0,5120487.5,5926553.6,5270202.7,3940124.3,5067483,NA,4247575.6,5674556.4,NA,NA,NA,5709910.1,6036854,4656728.1,3657206,NA,NA,NA,NA,NA,1812105.3,1586124.3,1863791.2,1209062.3,1586938.1,NA,NA,NA,NA,1550620.7
"Frac2_PEP0234_2","SYN0044","GENE0044",1,792963.1,753332.1,1215930.1,1599684.1,1356958.6,989659.9,NA,NA,NA,NA,1343991.9,922850.8,973935.5,983770.1,1309681.6,562526.3,NA,NA,NA,NA,505367.8,937997.6,773284.8,826775.4,610474,NA,NA,NA,1066537.4,NA
